,experiment_setting_keys,experiment_setting_values,round,room,batch,timestamp,title,tree_tag,player_uuids,player_types,avatar_shapes,avatar_colors,adjacency_matrix,idnum_label_map,perspective_of_player,final_node,tree_status,players_abdicated,durations,cumulative_payoffs_tree,cumulative_payoffs_experiment,choice_type_,choice_type_A,choice_type_B,choice_type_BA,choice_type_BB,choice_type_BBA,choice_type_BBB,probability_,probability_A,probability_B,probability_BA,probability_BB,probability_BBA,probability_BBB,positionxy_,positionxy_A,positionxy_B,positionxy_BA,positionxy_BB,positionxy_BBA,positionxy_BBB,info_set_,info_set_A,info_set_B,info_set_BA,info_set_BB,info_set_BBA,info_set_BBB,time_,time_A,time_B,time_BA,time_BB,time_BBA,time_BBB,beliefs_,beliefs_A,beliefs_B,beliefs_BA,beliefs_BB,beliefs_BBA,beliefs_BBB,options_,options_A,options_B,options_BA,options_BB,options_BBA,options_BBB,payoffs__p0,payoffs__p1,payoffs_A_p0,payoffs_A_p1,payoffs_B_p0,payoffs_B_p1,payoffs_BA_p0,payoffs_BA_p1,payoffs_BB_p0,payoffs_BB_p1,payoffs_BBA_p0,payoffs_BBA_p1,payoffs_BBB_p0,payoffs_BBB_p1,choice__p0,choice__p1,choice_A_p0,choice_A_p1,choice_B_p0,choice_B_p1,choice_BA_p0,choice_BA_p1,choice_BB_p0,choice_BB_p1,choice_BBA_p0,choice_BBA_p1,choice_BBB_p0,choice_BBB_p1,prediction__p0,prediction__p1,prediction_A_p0,prediction_A_p1,prediction_B_p0,prediction_B_p1,prediction_BA_p0,prediction_BA_p1,prediction_BB_p0,prediction_BB_p1,prediction_BBA_p0,prediction_BBA_p1,prediction_BBB_p0,prediction_BBB_p1,choice_data__p0,choice_data__p1,choice_data_A_p0,choice_data_A_p1,choice_data_B_p0,choice_data_B_p1,choice_data_BA_p0,choice_data_BA_p1,choice_data_BB_p0,choice_data_BB_p1,choice_data_BBA_p0,choice_data_BBA_p1,choice_data_BBB_p0,choice_data_BBB_p1,prediction_data__p0,prediction_data__p1,prediction_data_A_p0,prediction_data_A_p1,prediction_data_B_p0,prediction_data_B_p1,prediction_data_BA_p0,prediction_data_BA_p1,prediction_data_BB_p0,prediction_data_BB_p1,prediction_data_BBA_p0,prediction_data_BBA_p1,prediction_data_BBB_p0,prediction_data_BBB_p1
1718,,,12,2,1712182328,1712182328,ToM+MSMS-2134-2314,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['8cb2850f-744c-4e0c-ac9f-74b4704ef0b7', '9e038aef-e637-4c60-a206-9dbf4d594786']","['participant', 'robot']","['jagged-sun', 'bowtie']","['hsla(91, 74%, 54%, 1.0)', 'hsla(59, 65%, 56%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,6,after,"[False, False]","{'max': 276, 'min': 276, 'avg': 270.75, 'root': 17}","[-6, 4]","[87, 92]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 17]","[257, 265]","[257, 269]","[258, 266]","[258, 268]","[268, 276]","[268, 276]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,2,2,0,0,1,3,0,0,3,1,4,4,B,,,,,BB,,,BBB,,,,,,,B,,,BB,,,,,BBB,,,,,"{'rtype': 'select-node', 'rtimedn': 8.284889698028564, 'rtimeup': 8.284889698028564}",,,,,"{'rtype': 'a', 'rtimedn': 1.761, 'rtimeup': 3.543}",,,"{'rtype': 'select-node', 'rtimedn': 257.792, 'rtimeup': 257.792}",,,,,,,"{'rtype': 'a', 'rtimedn': 0.142, 'rtimeup': 2.566}",,,"{'rtype': 'select-node', 'rtimedn': 8.284889698028564, 'rtimeup': 8.284889698028564}",,,,,"{'rtype': 'd', 'rtimedn': 5.187, 'rtimeup': 5.837}",,,,
1719,,,12,3,1712182325,1712182325,ToM+MSMS-2134-2314,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['fb182146-8ff2-4736-bc1f-66545a2ff4ee', 'a4373ad4-dfd4-4d23-b8d1-28ead6e7a1c0']","['participant', 'robot']","['moon', 'cross']","['hsla(315, 89%, 63%, 1.0)', 'hsla(336, 94%, 45%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,6,after,"[False, False]","{'max': 256, 'min': 256, 'avg': 250.75, 'root': 17}","[-6, 4]","[63, 87]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 17]","[237, 245]","[237, 249]","[238, 246]","[238, 248]","[248, 256]","[248, 256]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,2,2,0,0,1,3,0,0,3,1,4,4,B,,,,,BB,,,BBB,,,,,,,B,,,BB,,,,,BBB,,,,,"{'rtype': 'select-node', 'rtimedn': 4.2848896980285645, 'rtimeup': 4.2848896980285645}",,,,,"{'rtype': 'a', 'rtimedn': 3.442, 'rtimeup': 4.333}",,,"{'rtype': 'select-node', 'rtimedn': 238.029, 'rtimeup': 238.029}",,,,,,,"{'rtype': 'a', 'rtimedn': 10.551, 'rtimeup': 10.68}",,,"{'rtype': 'select-node', 'rtimedn': 5.2848896980285645, 'rtimeup': 5.2848896980285645}",,,,,"{'rtype': 'a', 'rtimedn': 4.625, 'rtimeup': 5.357}",,,,
1720,,,12,4,1712182327,1712182327,ToM+MSMS-2134-2314,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['a46ddece-4195-4705-bc45-1ce0b65053b7', 'bbbbbae1-3796-4aa6-93fb-7b5ee28ce3b5']","['participant', 'robot']","['bowtie', 'flame']","['hsla(63, 53%, 57%, 1.0)', 'hsla(63, 90%, 35%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,6,after,"[False, False]","{'max': 305, 'min': 305, 'avg': 299.75, 'root': 17}","[-6, 4]","[92, 90]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 17]","[286, 294]","[286, 298]","[287, 295]","[287, 297]","[297, 305]","[297, 305]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,2,2,0,0,1,3,0,0,3,1,4,4,B,,,,,BB,,,BBB,,,,,,,B,,,BB,,,,,BBB,,,,,"{'rtype': 'select-node', 'rtimedn': 5.2848896980285645, 'rtimeup': 5.2848896980285645}",,,,,"{'rtype': 'd', 'rtimedn': 3.774, 'rtimeup': 5.253}",,,"{'rtype': 'select-node', 'rtimedn': 286.419, 'rtimeup': 286.419}",,,,,,,"{'rtype': 'd', 'rtimedn': 6.991, 'rtimeup': 9.942}",,,"{'rtype': 'select-node', 'rtimedn': 6.2848896980285645, 'rtimeup': 6.2848896980285645}",,,,,"{'rtype': 'a', 'rtimedn': 3.308, 'rtimeup': 5.442}",,,,
1721,,,12,5,1712182324,1712182324,ToM+MSMS-2134-2314,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['eca70738-b792-433c-b337-32196d839036', 'b2e6a71f-1a2c-497c-b599-a59f33168174']","['participant', 'robot']","['hexagon', 'dodecagon']","['hsla(53, 88%, 42%, 1.0)', 'hsla(200, 66%, 36%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,1,after,"[False, False]","{'max': 47, 'min': 47, 'avg': 39.0, 'root': 17}","[2, 2]","[78, 89]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 17]","[17, 25]","[17, 29]","[29, 37]","[29, 39]","[39, 47]","[39, 47]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,2,2,0,0,1,3,0,0,3,1,4,4,A,,,,,,,,,,,,,,,B,,,,,,,,,,,,,"{'rtype': 'select-node', 'rtimedn': 4.2848896980285645, 'rtimeup': 4.2848896980285645}",,,,,,,,,,,,,,,"{'rtype': 'a', 'rtimedn': 4.681, 'rtimeup': 6.219}",,,,,,,,,,,,
1722,,,12,6,1712182332,1712182332,ToM+MSMS-2134-2314,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['750ca11b-edda-479c-b15e-eeb69e7e30f7', 'c038353c-5f7b-4d2e-b894-81a04f8a9b9a']","['participant', 'robot']","['stop-sign', 'two-triangle']","['hsla(126, 96%, 46%, 1.0)', 'hsla(32, 98%, 46%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,6,after,"[False, False]","{'max': 328, 'min': 328, 'avg': 322.75, 'root': 17}","[-6, 4]","[72, 94]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 17]","[309, 317]","[309, 321]","[310, 318]","[310, 320]","[320, 328]","[320, 328]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,2,2,0,0,1,3,0,0,3,1,4,4,B,,,,,BB,,,BBB,,,,,,,B,,,BB,,,,,BBB,,,,,"{'rtype': 'select-node', 'rtimedn': 10.284889698028564, 'rtimeup': 10.284889698028564}",,,,,"{'rtype': 'd', 'rtimedn': 9.668, 'rtimeup': 11.646}",,,"{'rtype': 'select-node', 'rtimedn': 310.045, 'rtimeup': 310.045}",,,,,,,"{'rtype': 'a', 'rtimedn': 9.653, 'rtimeup': 10.073}",,,"{'rtype': 'select-node', 'rtimedn': 11.284889698028564, 'rtimeup': 11.284889698028564}",,,,,"{'rtype': 'd', 'rtimedn': 2.806, 'rtimeup': 2.913}",,,,
1723,,,13,0,1712182344,1712182344,ToM+MSMM-2134-3214,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['211f3998-3540-468e-8aa5-4ea253a93994', '51a921c9-dda0-451d-9947-1040ff9b8735']","['participant', 'robot']","['stop-sign', 'two-triangle']","['hsla(208, 68%, 47%, 1.0)', 'hsla(155, 79%, 57%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,6,after,"[False, False]","{'max': 274, 'min': 274, 'avg': 268.75, 'root': 17}","[-6, -6]","[79, 93]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 17]","[255, 263]","[255, 267]","[256, 264]","[256, 266]","[266, 274]","[266, 274]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,2,3,0,0,1,2,0,0,3,1,4,4,B,,,,,BB,,,BBB,,,,,,,B,,,BB,,,,,BBB,,,,,"{'rtype': 'select-node', 'rtimedn': 5.7455713748931885, 'rtimeup': 5.7455713748931885}",,,,,"{'rtype': 'd', 'rtimedn': 4.047, 'rtimeup': 5.898}",,,"{'rtype': 'select-node', 'rtimedn': 256.022, 'rtimeup': 256.022}",,,,,,,"{'rtype': 'd', 'rtimedn': 7.893, 'rtimeup': 10.492}",,,"{'rtype': 'select-node', 'rtimedn': 6.7455713748931885, 'rtimeup': 6.7455713748931885}",,,,,"{'rtype': 'a', 'rtimedn': 8.812, 'rtimeup': 11.029}",,,,
1724,,,13,1,1712182341,1712182341,ToM+MSMM-2134-3214,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['1669315b-15d9-4efc-8f62-ab4260ae354d', '4fbd473a-9cb6-4b11-9bfe-3d84fed7a7a2']","['participant', 'robot']","['dodecagon', 'dodecagon']","['hsla(86, 94%, 54%, 1.0)', 'hsla(174, 50%, 42%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,6,after,"[False, False]","{'max': 305, 'min': 305, 'avg': 299.5, 'root': 17}","[-6, 4]","[83, 77]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 17]","[285, 293]","[285, 297]","[287, 295]","[287, 297]","[297, 305]","[297, 305]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,2,3,0,0,1,2,0,0,3,1,4,4,B,,,,,BB,,,BBB,,,,,,,B,,,BB,,,,,BBB,,,,,"{'rtype': 'select-node', 'rtimedn': 2.7455713748931885, 'rtimeup': 2.7455713748931885}",,,,,"{'rtype': 'd', 'rtimedn': 5.289, 'rtimeup': 5.835}",,,"{'rtype': 'select-node', 'rtimedn': 286.147, 'rtimeup': 286.147}",,,,,,,"{'rtype': 'a', 'rtimedn': 0.577, 'rtimeup': 0.655}",,,"{'rtype': 'select-node', 'rtimedn': 4.7455713748931885, 'rtimeup': 4.7455713748931885}",,,,,"{'rtype': 'a', 'rtimedn': 3.738, 'rtimeup': 4.948}",,,,
1725,,,13,2,1712182341,1712182341,ToM+MSMM-2134-3214,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['8cb2850f-744c-4e0c-ac9f-74b4704ef0b7', '9e038aef-e637-4c60-a206-9dbf4d594786']","['participant', 'robot']","['jagged-sun', 'bowtie']","['hsla(91, 74%, 54%, 1.0)', 'hsla(59, 65%, 56%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,6,after,"[False, False]","{'max': 278, 'min': 278, 'avg': 272.5, 'root': 17}","[-6, 4]","[87, 92]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 17]","[258, 266]","[258, 270]","[260, 268]","[260, 270]","[270, 278]","[270, 278]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,2,3,0,0,1,2,0,0,3,1,4,4,B,,,,,BB,,,BBB,,,,,,,B,,,BB,,,,,BBB,,,,,"{'rtype': 'select-node', 'rtimedn': 5.7455713748931885, 'rtimeup': 5.7455713748931885}",,,,,"{'rtype': 'd', 'rtimedn': 5.077, 'rtimeup': 7.239}",,,"{'rtype': 'select-node', 'rtimedn': 259.115, 'rtimeup': 259.115}",,,,,,,"{'rtype': 'd', 'rtimedn': 0.462, 'rtimeup': 2.689}",,,"{'rtype': 'select-node', 'rtimedn': 5.7455713748931885, 'rtimeup': 5.7455713748931885}",,,,,"{'rtype': 'd', 'rtimedn': 0.663, 'rtimeup': 1.055}",,,,
1726,,,13,3,1712182340,1712182340,ToM+MSMM-2134-3214,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['fb182146-8ff2-4736-bc1f-66545a2ff4ee', 'a4373ad4-dfd4-4d23-b8d1-28ead6e7a1c0']","['participant', 'robot']","['moon', 'cross']","['hsla(315, 89%, 63%, 1.0)', 'hsla(336, 94%, 45%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,6,after,"[False, False]","{'max': 258, 'min': 258, 'avg': 252.75, 'root': 17}","[-6, -6]","[63, 87]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 17]","[239, 247]","[239, 251]","[240, 248]","[240, 250]","[250, 258]","[250, 258]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,2,3,0,0,1,2,0,0,3,1,4,4,B,,,,,BB,,,BBB,,,,,,,B,,,BB,,,,,BBB,,,,,"{'rtype': 'select-node', 'rtimedn': 2.7455713748931885, 'rtimeup': 2.7455713748931885}",,,,,"{'rtype': 'd', 'rtimedn': 12.267, 'rtimeup': 13.146}",,,"{'rtype': 'select-node', 'rtimedn': 239.453, 'rtimeup': 239.453}",,,,,,,"{'rtype': 'd', 'rtimedn': 4.021, 'rtimeup': 6.309}",,,"{'rtype': 'select-node', 'rtimedn': 3.7455713748931885, 'rtimeup': 3.7455713748931885}",,,,,"{'rtype': 'a', 'rtimedn': 2.823, 'rtimeup': 4.657}",,,,
1727,,,13,4,1712182339,1712182339,ToM+MSMM-2134-3214,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['a46ddece-4195-4705-bc45-1ce0b65053b7', 'bbbbbae1-3796-4aa6-93fb-7b5ee28ce3b5']","['participant', 'robot']","['bowtie', 'flame']","['hsla(63, 53%, 57%, 1.0)', 'hsla(63, 90%, 35%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,6,after,"[False, False]","{'max': 306, 'min': 306, 'avg': 300.75, 'root': 17}","[-6, 4]","[92, 90]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 17]","[287, 295]","[287, 299]","[288, 296]","[288, 298]","[298, 306]","[298, 306]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,2,3,0,0,1,2,0,0,3,1,4,4,B,,,,,BB,,,BBB,,,,,,,B,,,BB,,,,,BBB,,,,,"{'rtype': 'select-node', 'rtimedn': 2.7455713748931885, 'rtimeup': 2.7455713748931885}",,,,,"{'rtype': 'd', 'rtimedn': 0.861, 'rtimeup': 1.747}",,,"{'rtype': 'select-node', 'rtimedn': 287.619, 'rtimeup': 287.619}",,,,,,,"{'rtype': 'd', 'rtimedn': 3.651, 'rtimeup': 4.207}",,,"{'rtype': 'select-node', 'rtimedn': 3.7455713748931885, 'rtimeup': 3.7455713748931885}",,,,,"{'rtype': 'd', 'rtimedn': 1.712, 'rtimeup': 2.742}",,,,
1728,,,13,5,1712182341,1712182341,ToM+MSMM-2134-3214,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['eca70738-b792-433c-b337-32196d839036', 'b2e6a71f-1a2c-497c-b599-a59f33168174']","['participant', 'robot']","['hexagon', 'dodecagon']","['hsla(53, 88%, 42%, 1.0)', 'hsla(200, 66%, 36%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,6,after,"[False, False]","{'max': 302, 'min': 302, 'avg': 296.5, 'root': 17}","[-6, 4]","[78, 89]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 17]","[282, 290]","[282, 294]","[284, 292]","[284, 294]","[294, 302]","[294, 302]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,2,3,0,0,1,2,0,0,3,1,4,4,B,,,,,BB,,,BBB,,,,,,,B,,,BB,,,,,BBB,,,,,"{'rtype': 'select-node', 'rtimedn': 3.7455713748931885, 'rtimeup': 3.7455713748931885}",,,,,"{'rtype': 'd', 'rtimedn': 5.923, 'rtimeup': 7.725}",,,"{'rtype': 'select-node', 'rtimedn': 283.126, 'rtimeup': 283.126}",,,,,,,"{'rtype': 'd', 'rtimedn': 0.878, 'rtimeup': 3.81}",,,"{'rtype': 'select-node', 'rtimedn': 4.7455713748931885, 'rtimeup': 4.7455713748931885}",,,,,"{'rtype': 'd', 'rtimedn': 0.121, 'rtimeup': 0.661}",,,,
1729,,,13,6,1712182343,1712182343,ToM+MSMM-2134-3214,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['750ca11b-edda-479c-b15e-eeb69e7e30f7', 'c038353c-5f7b-4d2e-b894-81a04f8a9b9a']","['participant', 'robot']","['stop-sign', 'two-triangle']","['hsla(126, 96%, 46%, 1.0)', 'hsla(32, 98%, 46%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,6,after,"[False, False]","{'max': 330, 'min': 330, 'avg': 324.5, 'root': 17}","[-6, 4]","[72, 94]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 17]","[310, 318]","[310, 322]","[312, 320]","[312, 322]","[322, 330]","[322, 330]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,2,3,0,0,1,2,0,0,3,1,4,4,B,,,,,BB,,,BBB,,,,,,,B,,,BB,,,,,BBB,,,,,"{'rtype': 'select-node', 'rtimedn': 5.7455713748931885, 'rtimeup': 5.7455713748931885}",,,,,"{'rtype': 'a', 'rtimedn': 5.653, 'rtimeup': 7.189}",,,"{'rtype': 'select-node', 'rtimedn': 311.139, 'rtimeup': 311.139}",,,,,,,"{'rtype': 'a', 'rtimedn': 10.235, 'rtimeup': 12.481}",,,"{'rtype': 'select-node', 'rtimedn': 6.7455713748931885, 'rtimeup': 6.7455713748931885}",,,,,"{'rtype': 'a', 'rtimedn': 2.496, 'rtimeup': 5.038}",,,,
1730,,,14,0,1712182355,1712182355,ToM+SMSS-3412-3214,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['211f3998-3540-468e-8aa5-4ea253a93994', '51a921c9-dda0-451d-9947-1040ff9b8735']","['participant', 'robot']","['stop-sign', 'two-triangle']","['hsla(208, 68%, 47%, 1.0)', 'hsla(155, 79%, 57%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,1,after,"[False, False]","{'max': 47, 'min': 47, 'avg': 39.0, 'root': 17}","[3, 3]","[79, 93]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 17]","[17, 25]","[17, 29]","[29, 37]","[29, 39]","[39, 47]","[39, 47]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,3,3,0,0,4,2,0,0,1,1,2,4,A,,,,,,,,,,,,,,,A,,,,,,,,,,,,,"{'rtype': 'select-node', 'rtimedn': 8.442232131958008, 'rtimeup': 8.442232131958008}",,,,,,,,,,,,,,,"{'rtype': 'd', 'rtimedn': 3.047, 'rtimeup': 3.81}",,,,,,,,,,,,
